card_id,card_name,card_set,rarity,card_print_number,set_printed_total,tcg_holo_high,tcg_holo_mid,tcg_holo_market,tcg_holo_low,tcg_revhol_high,tcg_revhol_low,tcg_revhol_mid,tcg_revhol_market,tcg_first_ed_holo_high,tcg_first_ed_holo_mid,tcg_first_ed_holo_low,tcg_first_ed_holo_market,tcg_first_ed_normal_high,tcg_first_ed_normal_mid,tcg_first_ed_normal_low,tcg_first_ed_normal_market,tcg_normal_high,tcg_normal_mid,tcg_normal_low,tcg_normal_market,updated_at 
ex10-F,Unown,Unseen Forces,Rare,F,115,29.99,16.89,19.0,12.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.832729Z
sm6-111,Lysandre Labs,Forbidden Light,Uncommon,111,131,0,0,0,0,9.99,0.2,0.39,0.3,0,0,0,0,0,0,0,0,1.35,0.25,0.05,0.16,2024-04-04T19:13:21.832729Z
ecard2-96,Nidoran ♂,Aquapolis,Common,96,147,0,0,0,0,19.79,10.42,18.49,17.64,0,0,0,0,0,0,0,0,8.92,1.25,0.8,1.27,2024-04-04T19:13:21.832729Z
ecard3-85,Pineco,Skyridge,Common,85,144,0,0,0,0,46.51,9.7,27.9,8.49,0,0,0,0,0,0,0,0,7.99,4.96,3.79,4.29,2024-04-04T19:13:21.834093Z
smp-SM121,Raikou-GX,SM Black Star Promos,Promo,SM121,248,6.47,4.31,3.83,2.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.834093Z
pl3-120,Pikachu,Supreme Victors,Common,120,147,0,0,0,0,32.99,12.19,25.99,49.5,0,0,0,0,0,0,0,0,35.99,1.72,0.98,2.28,2024-04-04T19:13:21.834093Z
bw11-RC13,Purrloin,Legendary Treasures,Uncommon,RC13,113,5.0,0.76,0.89,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.834093Z
sm9-128,Kangaskhan,Team Up,Uncommon,128,181,0,0,0,0,1.14,0.2,0.35,0.35,0,0,0,0,0,0,0,0,1.5,0.2,0.02,0.15,2024-04-04T19:13:21.834093Z
sm2-122,Energy Loto,Guardians Rising,Uncommon,122,145,0,0,0,0,1.7,0.05,0.32,0.31,0,0,0,0,0,0,0,0,1.27,0.17,0.02,0.15,2024-04-04T19:13:21.834093Z
xy4-117,AZ,Phantom Forces,Rare Ultra,117,119,24.99,8.27,8.79,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.834093Z
dp6-126,Tyrogue,Legends Awakened,Common,126,146,0,0,0,0,5.7,1.49,2.24,0.99,0,0,0,0,0,0,0,0,8.99,0.46,0.24,0.58,2024-04-04T19:13:21.834093Z
dp1-123,Grass Energy,Diamond & Pearl,Common,123,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.34,0.15,0.32,2024-04-04T19:13:21.834093Z
xy10-116,Glaceon-EX,Fates Collide,Rare Ultra,116,124,40.01,10.64,10.92,8.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.834093Z
swsh4-120,Lucario,Vivid Voltage,Rare,120,185,0,0,0,0,4.98,0.1,0.33,0.33,0,0,0,0,0,0,0,0,999.99,0.16,0.04,0.09,2024-04-04T19:13:21.834093Z
smp-SM122,Zygarde-GX,SM Black Star Promos,Promo,SM122,248,11.28,6.34,6.46,3.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.834093Z
dp2-117,Skull Fossil,Mysterious Treasures,Common,117,123,0,0,0,0,2.25,0.24,0.89,0.99,0,0,0,0,0,0,0,0,1.04,0.25,0.05,0.21,2024-04-04T19:13:21.834093Z
sm7-121,Delcatty,Celestial Storm,Rare Holo,121,168,1.99,0.58,0.58,0.34,1.74,0.51,0.7,0.51,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.834093Z
sm3-116a,Kiawe,Burning Shadows,Uncommon,116a,147,,,,,,,,,,,,,,,,,,,,,2024-04-04T19:13:21.834093Z
ecard1-116,Larvitar,Expedition Base Set,Common,116,165,0,0,0,0,12.34,5.26,8.08,7.97,0,0,0,0,0,0,0,0,1.69,1.08,0.75,1.11,2024-04-04T19:13:21.834093Z
pl3-121,Piplup,Supreme Victors,Common,121,147,0,0,0,0,13.31,3.09,3.35,3.41,0,0,0,0,0,0,0,0,37.13,0.6,0.24,0.72,2024-04-04T19:13:21.834093Z
pl1-123,Drapion LV.X,Platinum,Rare Holo LV.X,123,127,22.79,14.8,20.38,11.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.834093Z
sm12-124,Lycanroc,Cosmic Eclipse,Rare Holo,124,236,1.45,0.5,0.45,0.2,1.49,0.16,0.48,0.37,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.834093Z
sm1-121,Ilima,Sun & Moon,Uncommon,121,149,0,0,0,0,2.0,0.06,0.25,0.16,0,0,0,0,0,0,0,0,5.0,0.13,0.01,0.08,2024-04-04T19:13:21.834093Z
swsh3-115,Grimmsnarl VMAX,Darkness Ablaze,Rare Holo VMAX,115,189,19.99,1.79,1.6,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.834093Z
base4-124,Double Colorless Energy,Base Set 2,Uncommon,124,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.48,1.47,0.5,1.64,2024-04-04T19:13:21.834093Z
sm4-110,Lusamine,Crimson Invasion,Rare Ultra,110,111,59.94,30.86,30.7,21.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.834093Z
bw8-118,Colress,Plasma Storm,Uncommon,118,135,0,0,0,0,34.98,5.0,21.67,24.19,0,0,0,0,0,0,0,0,33.0,6.07,3.21,5.8,2024-04-04T19:13:21.834093Z
xyp-XY117,Victini,XY Black Star Promos,Promo,XY117,211,5.5,3.5,3.22,2.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.834093Z
bw6-121,Terrakion-EX,Dragons Exalted,Rare Ultra,121,124,31.55,18.04,18.57,14.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.834093Z
sm6-112,Metal Frying Pan,Forbidden Light,Uncommon,112,131,0,0,0,0,1.8,0.12,0.72,0.73,0,0,0,0,0,0,0,0,1.99,0.29,0.19,0.25,2024-04-04T19:13:21.834093Z
xy8-118,Snorlax,BREAKthrough,Uncommon,118,162,0,0,0,0,11.0,0.98,1.38,2.04,0,0,0,0,0,0,0,0,4.67,0.68,0.25,0.64,2024-04-04T19:13:21.834093Z
bw7-127,Aspertia City Gym,Boundaries Crossed,Uncommon,127,149,0,0,0,0,0.64,0.61,0.63,0.63,0,0,0,0,0,0,0,0,1.99,0.39,0.24,0.34,2024-04-04T19:13:21.834093Z
gym2-127,Fighting Energy,Gym Challenge,,127,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.834093Z
sm5-120,Cyrus ◇,Ultra Prism,Rare Prism Star,120,156,5.0,1.01,0.89,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.834093Z
swsh1-122,Drapion,Sword & Shield,Rare,122,202,0,0,0,0,4.98,0.1,0.41,0.43,0,0,0,0,0,0,0,0,5.0,0.25,0.06,0.17,2024-04-04T19:13:21.834093Z
ecard2-97,Oddish,Aquapolis,Common,97,147,0,0,0,0,18.11,13.35,17.0,14.99,0,0,0,0,0,0,0,0,5.47,3.82,2.72,3.78,2024-04-04T19:13:21.834093Z
xy5-133,Maxie's Hidden Ball Trick,Primal Clash,Uncommon,133,160,0,0,0,0,1.95,0.17,0.41,0.33,0,0,0,0,0,0,0,0,1.38,0.25,0.14,0.25,2024-04-04T19:13:21.834093Z
swsh2-124,Morgrem,Rebel Clash,Uncommon,124,192,0,0,0,0,4.98,0.04,0.2,0.16,0,0,0,0,0,0,0,0,5.0,0.1,0.01,0.06,2024-04-04T19:13:21.834093Z
xy1-123,Professor's Letter,XY,Uncommon,123,146,0,0,0,0,5.48,0.75,1.21,1.35,0,0,0,0,0,0,0,0,3.01,0.31,0.08,0.25,2024-04-04T19:13:21.834093Z
sm11-118,Drilbur,Unified Minds,Common,118,236,0,0,0,0,4.99,0.15,0.25,0.21,0,0,0,0,0,0,0,0,4.99,0.15,0.01,0.05,2024-04-04T19:13:21.834093Z
xy3-113,M Lucario-EX,Furious Fists,Rare Secret,113,111,69.99,24.92,33.99,20.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.834093Z
ex10-G,Unown,Unseen Forces,Rare,G,115,62.99,23.0,24.94,14.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.834093Z
swsh3-116,Eternatus V,Darkness Ablaze,Rare Holo V,116,189,14.95,1.05,0.93,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.834093Z
sm6-112a,Metal Frying Pan,Forbidden Light,Uncommon,112a,131,,,,,,,,,,,,,,,,,,,,,2024-04-04T19:13:21.834093Z
bw11-RC14,Eevee,Legendary Treasures,Uncommon,RC14,113,11.5,3.29,3.66,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.834093Z
dp1-124,Fire Energy,Diamond & Pearl,Common,124,130,0,0,0,0,5.0,5.0,5.0,,0,0,0,0,0,0,0,0,1.5,0.35,0.24,0.37,2024-04-04T19:13:21.834093Z
ecard1-117,Machop,Expedition Base Set,Common,117,165,0,0,0,0,7.99,4.79,5.51,4.67,0,0,0,0,0,0,0,0,3.99,0.72,0.37,0.76,2024-04-04T19:13:21.834093Z
gym2-128,Fire Energy,Gym Challenge,,128,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.834093Z
sm2-123,Energy Recycler,Guardians Rising,Uncommon,123,145,0,0,0,0,2.86,0.5,0.78,0.72,0,0,0,0,0,0,0,0,5.0,0.33,0.06,0.29,2024-04-04T19:13:21.834093Z
xy5-134,Professor Birch's Observations,Primal Clash,Uncommon,134,160,0,0,0,0,1.95,0.15,0.37,0.31,0,0,0,0,0,0,0,0,1.24,0.15,0.01,0.12,2024-04-04T19:13:21.834093Z
sm12-125,Passimian,Cosmic Eclipse,Common,125,236,0,0,0,0,0.99,0.11,0.25,0.2,0,0,0,0,0,0,0,0,1.0,0.1,0.01,0.05,2024-04-04T19:13:21.834093Z
sm4-111,Olivia,Crimson Invasion,Rare Ultra,111,111,49.99,17.24,15.71,12.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.834093Z
ecard2-98,Onix,Aquapolis,Common,98,147,0,0,0,0,19.99,13.87,14.6,14.6,0,0,0,0,0,0,0,0,4.99,1.5,0.5,1.51,2024-04-04T19:13:21.834093Z
bw7-128,Energy Search,Boundaries Crossed,Common,128,149,0,0,0,0,1.49,0.69,1.0,1.0,0,0,0,0,0,0,0,0,1.22,0.2,0.04,0.2,2024-04-04T19:13:21.834093Z
xy4-118,Lysandre's Trump Card,Phantom Forces,Rare Ultra,118,119,20.0,7.99,11.28,5.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.834093Z
swsh4-121,Dialga,Vivid Voltage,Rare Holo,121,185,4.98,0.25,0.21,0.07,4.99,0.1,0.29,0.24,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.834093Z
sm8-121,Tyranitar-GX,Lost Thunder,Rare Holo GX,121,214,10.0,3.58,2.95,2.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.834093Z
base4-125,Fighting Energy,Base Set 2,,125,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99,0.22,0.1,0.21,2024-04-04T19:13:21.834093Z
sm7-122,Kecleon,Celestial Storm,Uncommon,122,168,0,0,0,0,1.0,0.2,0.41,0.38,0,0,0,0,0,0,0,0,2.0,0.25,0.12,0.26,2024-04-04T19:13:21.834093Z
dp2-118,Multi Energy,Mysterious Treasures,Rare,118,123,0,0,0,0,4.89,1.66,2.6,2.69,0,0,0,0,0,0,0,0,4.99,2.28,1.5,2.36,2024-04-04T19:13:21.834093Z
bw6-122,Registeel-EX,Dragons Exalted,Rare Ultra,122,124,45.63,39.0,28.14,24.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.834093Z
xy1-124,Red Card,XY,Uncommon,124,146,0,0,0,0,1.99,0.15,0.5,0.55,0,0,0,0,0,0,0,0,1.25,0.3,0.14,0.31,2024-04-04T19:13:21.834093Z
xy8-119,Hoothoot,BREAKthrough,Common,119,162,0,0,0,0,5.0,0.1,0.33,0.26,0,0,0,0,0,0,0,0,5.0,0.19,0.01,0.18,2024-04-04T19:13:21.834093Z
swsh2-125,Grimmsnarl,Rebel Clash,Rare Holo,125,192,4.98,0.3,0.27,0.05,4.98,0.2,0.41,0.37,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.834093Z
sm1-122,Lillie,Sun & Moon,Uncommon,122,149,0,0,0,0,1.37,0.11,0.31,0.31,0,0,0,0,0,0,0,0,1.24,0.15,0.01,0.11,2024-04-04T19:13:21.834093Z
sm10-117,Greninja,Unbroken Bonds,Rare Holo,117,214,2.49,0.98,0.9,0.68,2.15,0.8,1.01,1.01,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.834093Z
pl3-122,Rhyhorn,Supreme Victors,Common,122,147,0,0,0,0,6.0,2.12,3.0,2.43,0,0,0,0,0,0,0,0,3.67,0.41,0.24,0.43,2024-04-04T19:13:21.834093Z
dp3-132,Honchkrow LV.X,Secret Wonders,Rare Holo LV.X,132,132,43.19,23.17,27.23,14.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.834093Z
swsh1-123,Croagunk,Sword & Shield,Common,123,202,0,0,0,0,4.98,0.1,0.25,0.25,0,0,0,0,0,0,0,0,5.0,0.1,0.01,0.05,2024-04-04T19:13:21.834093Z
xy9-113,Splash Energy,BREAKpoint,Uncommon,113,122,0,0,0,0,3.27,1.37,1.99,2.06,0,0,0,0,0,0,0,0,2.49,0.67,0.25,0.71,2024-04-04T19:13:21.834093Z
ecard3-86,Pineco,Skyridge,Common,86,144,0,0,0,0,32.99,19.5,24.99,14.33,0,0,0,0,0,0,0,0,16.98,4.74,3.48,4.83,2024-04-04T19:13:21.834093Z
sm5-121,Electric Memory,Ultra Prism,Uncommon,121,156,0,0,0,0,1.95,0.1,0.32,0.19,0,0,0,0,0,0,0,0,1.14,0.2,0.01,0.05,2024-04-04T19:13:21.834093Z
bw8-119,Colress Machine,Plasma Storm,Uncommon,119,135,0,0,0,0,5.96,0.47,0.97,1.25,0,0,0,0,0,0,0,0,1.0,0.25,0.08,0.2,2024-04-04T19:13:21.834093Z
sm3-117,Lana,Burning Shadows,Uncommon,117,147,0,0,0,0,1.5,0.1,0.29,0.23,0,0,0,0,0,0,0,0,1.24,0.15,0.02,0.14,2024-04-04T19:13:21.834093Z
xyp-XY118,Keldeo,XY Black Star Promos,Promo,XY118,211,12.25,4.49,4.65,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.834093Z
dp6-127,Weepinbell,Legends Awakened,Common,127,146,0,0,0,0,2.99,0.45,1.0,1.32,0,0,0,0,0,0,0,0,8.99,0.32,0.15,0.27,2024-04-04T19:13:21.834093Z
pl1-124,Giratina LV.X,Platinum,Rare Holo LV.X,124,127,57.59,39.19,31.7,26.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.834093Z
smp-SM123,Dawn Wings Necrozma,SM Black Star Promos,Promo,SM123,248,8.82,1.4,1.27,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.834093Z
xy10-117,Alakazam-EX,Fates Collide,Rare Ultra,117,124,22.0,7.9,7.85,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.834093Z
sm9-129,Tauros,Team Up,Uncommon,129,181,0,0,0,0,1.19,0.02,0.3,0.3,0,0,0,0,0,0,0,0,1.4,0.19,0.05,0.12,2024-04-04T19:13:21.834093Z
sm11-119,Excadrill,Unified Minds,Rare,119,236,0,0,0,0,4.99,0.24,0.35,0.27,0,0,0,0,0,0,0,0,1.46,0.26,0.14,0.26,2024-04-04T19:13:21.834093Z
sm2-124,Enhanced Hammer,Guardians Rising,Uncommon,124,145,0,0,0,0,1.3,0.1,0.3,0.3,0,0,0,0,0,0,0,0,3.5,0.22,0.02,0.15,2024-04-04T19:13:21.834093Z
gym2-129,Grass Energy,Gym Challenge,,129,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.834093Z
sm1-123,Nest Ball,Sun & Moon,Uncommon,123,149,0,0,0,0,11.0,2.2,3.0,2.68,0,0,0,0,0,0,0,0,3.15,0.75,0.2,0.49,2024-04-04T19:13:21.834093Z
xy8-120,Noctowl,BREAKthrough,Rare,120,162,0,0,0,0,9.92,0.24,0.67,0.71,0,0,0,0,0,0,0,0,5.0,0.25,0.05,0.24,2024-04-04T19:13:21.834093Z
bw6-123,Rayquaza-EX,Dragons Exalted,Rare Ultra,123,124,176.6,58.99,129.99,52.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.834093Z
xy4-119,Xerosic,Phantom Forces,Rare Ultra,119,119,9.69,5.72,6.6,2.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.834093Z
swsh3-117,Eternatus VMAX,Darkness Ablaze,Rare Holo VMAX,117,189,29.95,3.59,2.98,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.834093Z
pl3-123,Roselia,Supreme Victors,Common,123,147,0,0,0,0,16.11,0.8,1.37,0.83,0,0,0,0,0,0,0,0,3.08,0.29,0.18,0.23,2024-04-04T19:13:21.834093Z
pl1-125,Palkia G LV.X,Platinum,Rare Holo LV.X,125,127,37.49,16.09,22.27,7.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.834093Z
sm4-112,Gyarados-GX,Crimson Invasion,Rare Rainbow,112,111,100.0,34.99,31.76,26.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.834093Z
smp-SM124,Dusk Mane Necrozma,SM Black Star Promos,Promo,SM124,248,9.95,1.47,1.4,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.834093Z
swsh1-124,Toxicroak,Sword & Shield,Rare Holo,124,202,5.98,0.65,0.55,0.3,5.98,0.5,0.75,0.71,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.834093Z
ecard2-99,Paras,Aquapolis,Common,99,147,0,0,0,0,16.16,5.47,7.7,15.08,0,0,0,0,0,0,0,0,2.99,1.65,1.1,1.62,2024-04-04T19:13:21.834093Z
sm11-120,Archen,Unified Minds,Uncommon,120,236,0,0,0,0,4.99,0.3,0.6,0.62,0,0,0,0,0,0,0,0,4.99,0.23,0.11,0.2,2024-04-04T19:13:21.834093Z
base4-126,Fire Energy,Base Set 2,,126,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99,0.35,0.15,0.49,2024-04-04T19:13:21.834093Z
sm9-130,Aerodactyl,Team Up,Rare,130,181,0,0,0,0,2.99,1.22,1.87,2.07,0,0,0,0,0,0,0,0,11.0,1.27,0.7,1.14,2024-04-04T19:13:21.834093Z
bw7-129,Great Ball,Boundaries Crossed,Uncommon,129,149,0,0,0,0,3.84,0.75,3.25,1.66,0,0,0,0,0,0,0,0,1.61,0.25,0.07,0.25,2024-04-04T19:13:21.834093Z
sm6-113,Mysterious Treasure,Forbidden Light,Uncommon,113,131,0,0,0,0,4.24,1.49,1.97,2.01,0,0,0,0,0,0,0,0,4.75,1.1,0.84,1.06,2024-04-04T19:13:21.834093Z
sm12-126,Sandygast,Cosmic Eclipse,Common,126,236,0,0,0,0,1.99,0.09,0.25,0.18,0,0,0,0,0,0,0,0,1.0,0.15,0.03,0.1,2024-04-04T19:13:21.834093Z
xy10-118,M Alakazam-EX,Fates Collide,Rare Ultra,118,124,26.92,19.75,15.88,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.834093Z
dp1-125,Water Energy,Diamond & Pearl,Common,125,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32,0.38,0.15,0.43,2024-04-04T19:13:21.834093Z
xyp-XY119,Genesect,XY Black Star Promos,Promo,XY119,211,14.99,3.48,3.45,1.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.834093Z
xy1-125,Roller Skates,XY,Uncommon,125,146,0,0,0,0,1.95,0.15,0.46,0.34,0,0,0,0,0,0,0,0,6.0,0.2,0.02,0.15,2024-04-04T19:13:21.834093Z
swsh4-122,Excadrill,Vivid Voltage,Uncommon,122,185,0,0,0,0,4.98,0.01,0.17,0.12,0,0,0,0,0,0,0,0,5.0,0.1,0.01,0.03,2024-04-04T19:13:21.834093Z
dp6-128,Yanma,Legends Awakened,Common,128,146,0,0,0,0,3.57,0.4,0.78,0.85,0,0,0,0,0,0,0,0,1.49,0.21,0.09,0.19,2024-04-04T19:13:21.834093Z
ecard3-87,Poliwag,Skyridge,Common,87,144,0,0,0,0,23.25,20.0,21.99,21.0,0,0,0,0,0,0,0,0,7.99,4.92,3.77,5.11,2024-04-04T19:13:21.834093Z
ex10-H,Unown,Unseen Forces,Rare,H,115,14.99,12.62,12.25,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.834093Z
swsh2-126,Galarian Meowth,Rebel Clash,Common,126,192,0,0,0,0,4.98,0.14,0.25,0.21,0,0,0,0,0,0,0,0,5.0,0.15,0.02,0.08,2024-04-04T19:13:21.834093Z
bw8-120,Escape Rope,Plasma Storm,Uncommon,120,135,0,0,0,0,8.35,2.85,3.08,8.07,0,0,0,0,0,0,0,0,3.75,1.26,0.39,1.37,2024-04-04T19:13:21.834093Z
sm10-118,Inkay,Unbroken Bonds,Common,118,214,0,0,0,0,1.24,0.04,0.25,0.2,0,0,0,0,0,0,0,0,1.26,0.11,0.02,0.1,2024-04-04T19:13:21.834093Z
dp2-119,Darkness Energy,Mysterious Treasures,Uncommon,119,123,0,0,0,0,2.24,0.75,1.0,1.49,0,0,0,0,0,0,0,0,1.49,0.48,0.11,0.74,2024-04-04T19:13:21.834093Z
xy5-135,Rare Candy,Primal Clash,Uncommon,135,160,0,0,0,0,8.99,0.5,1.31,1.79,0,0,0,0,0,0,0,0,2.5,0.36,0.14,0.39,2024-04-04T19:13:21.834093Z
xy9-114,Gyarados-EX,BREAKpoint,Rare Ultra,114,122,34.99,19.47,17.65,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.834093Z
sm3-118,Mount Lanakila,Burning Shadows,Uncommon,118,147,0,0,0,0,1.0,0.03,0.25,0.13,0,0,0,0,0,0,0,0,1.24,0.14,0.01,0.07,2024-04-04T19:13:21.834093Z
sm7-123,Acro Bike,Celestial Storm,Uncommon,123,168,0,0,0,0,2.0,0.36,0.85,1.22,0,0,0,0,0,0,0,0,5.2,0.36,0.2,0.28,2024-04-04T19:13:21.835097Z
sm5-122,Escape Board,Ultra Prism,Uncommon,122,156,0,0,0,0,1.25,0.2,0.36,0.29,0,0,0,0,0,0,0,0,1.24,0.21,0.05,0.17,2024-04-04T19:13:21.835097Z
sm8-122,Alolan Diglett,Lost Thunder,Common,122,214,0,0,0,0,1.5,0.15,0.3,0.25,0,0,0,0,0,0,0,0,1.33,0.2,0.04,0.16,2024-04-04T19:13:21.835097Z
bw11-RC15,Teddiursa,Legendary Treasures,Common,RC15,113,3.2,0.6,0.6,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.835097Z
ecard1-118,Magikarp,Expedition Base Set,Common,118,165,0,0,0,0,38.95,11.0,13.65,30.14,0,0,0,0,0,0,0,0,7.99,2.91,1.5,2.97,2024-04-04T19:13:21.835097Z
sm2-124a,Enhanced Hammer,Guardians Rising,Uncommon,124a,145,,,,,,,,,,,,,,,,,,,,,2024-04-04T19:13:21.835097Z
gym2-130,Lightning Energy,Gym Challenge,,130,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.835097Z
xy4-120,M Manectric-EX,Phantom Forces,Rare Secret,120,119,1213.0,11.74,15.55,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.835097Z
sm1-124,Poison Barb,Sun & Moon,Uncommon,124,149,0,0,0,0,2.45,0.14,0.25,0.23,0,0,0,0,0,0,0,0,1.25,0.18,0.03,0.13,2024-04-04T19:13:21.835097Z
xy8-121,Teddiursa,BREAKthrough,Common,121,162,0,0,0,0,1.95,0.15,0.43,0.42,0,0,0,0,0,0,0,0,4.51,0.18,0.02,0.17,2024-04-04T19:13:21.835097Z
sm9-131,Lugia,Team Up,Rare Holo,131,181,10.0,3.21,3.26,2.1,9.47,1.97,2.78,2.67,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.835097Z
smp-SM125,Naganadel-GX,SM Black Star Promos,Promo,SM125,248,5.0,1.5,1.04,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.835097Z
dp1-126,Lightning Energy,Diamond & Pearl,Common,126,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.48,3.99,3.59,3.85,2024-04-04T19:13:21.835097Z
sm6-113a,Mysterious Treasure,Forbidden Light,Uncommon,113a,131,,,,,,,,,,,,,,,,,,,,,2024-04-04T19:13:21.835097Z
bw6-124,Giratina-EX,Dragons Exalted,Rare Ultra,124,124,99.99,82.76,74.22,69.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.835097Z
sm12-127,Palossand,Cosmic Eclipse,Rare,127,236,0,0,0,0,1.09,0.1,0.46,0.46,0,0,0,0,0,0,0,0,5.0,0.25,0.1,0.19,2024-04-04T19:13:21.835097Z
base4-127,Grass Energy,Base Set 2,,127,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45,0.22,0.07,0.2,2024-04-04T19:13:21.835097Z
sm4-113,Alolan Golem-GX,Crimson Invasion,Rare Rainbow,113,111,24.95,7.95,6.84,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.835097Z
xy10-119,Umbreon-EX,Fates Collide,Rare Ultra,119,124,99.99,30.1,38.05,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.835097Z
sm3-119,Olivia,Burning Shadows,Uncommon,119,147,0,0,0,0,1.5,0.09,0.25,0.19,0,0,0,0,0,0,0,0,1.99,0.12,0.01,0.06,2024-04-04T19:13:21.835097Z
sm6-114,Ultra Recon Squad,Forbidden Light,Uncommon,114,131,0,0,0,0,1.24,0.14,0.3,0.25,0,0,0,0,0,0,0,0,1.33,0.2,0.05,0.11,2024-04-04T19:13:21.835097Z
